
Data Report
2017-09-07 14:24:15
Location, 1, W15095

Time,ConcRT(ug/m3),ConcHR(ug/m3),Flow(lpm),WS(m/s),WD(Deg),AT(C),RH(%),BP(mmHg),FT(C),FRH(%),BV(V),PM,Status
2017-09-03 02:00:00,+000021,+000018,+16.6,00.0,000,+017.9,036,691,+026.7,016,12.5,0,00000
2017-09-03 03:00:00,+000013,+000018,+16.6,00.0,000,+017.7,037,692,+026.0,017,12.5,0,00000
2017-09-03 04:00:00,+000016,+000009,+16.6,00.0,000,+018.1,034,692,+025.7,016,12.5,0,00000
2017-09-03 05:00:00,+000010,+000019,+16.6,00.0,000,+018.1,035,692,+025.9,016,12.5,0,00000
2017-09-03 06:00:00,+000015,+000012,+16.6,00.0,000,+017.7,036,692,+025.6,017,12.5,0,00000
2017-09-03 07:00:00,+000015,+000021,+16.6,00.0,000,+017.6,037,692,+025.4,018,12.5,0,00000
2017-09-03 08:00:00,+000013,+000014,+16.6,00.0,000,+019.1,035,692,+026.4,017,12.5,0,00000
2017-09-03 09:00:00,+000018,+000021,+16.6,00.0,000,+022.5,032,693,+029.3,016,12.5,0,00000
2017-09-03 10:00:00,+000023,+000027,+16.6,00.0,000,+026.9,025,693,+033.7,013,12.5,0,00000
2017-09-03 11:00:00,+000027,+000027,+16.6,00.0,000,+029.0,022,693,+037.2,010,12.5,0,00000
2017-09-03 12:00:00,+000024,+000034,+16.6,00.0,000,+031.3,019,692,+040.0,009,12.5,0,00000
2017-09-03 13:00:00,+000030,+000030,+16.6,00.0,000,+033.5,015,692,+042.7,007,12.5,0,00000
2017-09-03 14:00:00,+000028,+000027,+16.6,00.0,000,+034.6,014,692,+044.8,006,12.5,0,00000
2017-09-03 15:00:00,+000025,+000018,+16.6,00.0,000,+034.3,013,692,+044.8,005,12.5,0,00000
2017-09-03 16:00:00,+000015,+000017,+16.6,00.0,000,+034.1,014,692,+044.1,006,12.5,0,00000
2017-09-03 17:00:00,+000014,+000015,+16.7,00.0,000,+033.3,015,692,+043.0,007,12.5,0,00000
2017-09-03 18:00:00,+000030,+000048,+16.6,00.0,000,+032.2,016,692,+041.4,007,12.5,0,00000
2017-09-03 19:00:00,+000036,+000032,+16.7,00.0,000,+030.8,018,692,+039.8,008,12.5,0,00000
2017-09-03 20:00:00,+000024,+000022,+16.7,00.0,000,+028.7,021,692,+037.6,009,12.5,0,00000
2017-09-03 21:00:00,+000021,+000021,+16.7,00.0,000,+027.0,023,692,+035.7,010,12.5,0,00000
2017-09-03 22:00:00,+000018,+000018,+16.7,00.0,000,+024.3,028,692,+033.7,012,12.5,0,00000
2017-09-03 23:00:00,+000021,+000023,+16.7,00.0,000,+021.3,033,693,+031.3,013,12.5,0,00000
2017-09-04 00:00:00,+000020,+000020,+16.7,00.0,000,+020.3,033,693,+029.2,015,12.5,0,00000
2017-09-04 01:00:00,+000018,+000023,+16.6,00.0,000,+019.8,034,693,+028.3,015,12.5,0,00000
2017-09-04 02:00:00,+000021,+000024,+16.6,00.0,000,+018.5,038,693,+027.2,016,12.5,0,00000
2017-09-04 03:00:00,+000021,+000021,+16.7,00.0,000,+016.9,042,693,+026.0,018,12.5,0,00000
2017-09-04 04:00:00,+000022,+000029,+16.6,00.0,000,+016.3,044,694,+024.9,019,12.5,0,00000
2017-09-04 05:00:00,+000030,+000028,+16.6,00.0,000,+016.2,044,694,+024.4,020,12.5,0,00000
2017-09-04 06:00:00,+000024,+000027,+16.6,00.0,000,+014.8,048,694,+023.9,020,12.5,0,00000
2017-09-04 07:00:00,+000022,+000023,+16.6,00.0,000,+015.7,045,694,+023.3,021,12.5,0,00000
2017-09-04 08:00:00,+000023,+000027,+16.6,00.0,000,+017.3,042,694,+024.6,020,12.5,0,00000
2017-09-04 09:00:00,+000031,+000035,+16.6,00.0,000,+020.5,037,694,+027.6,018,12.5,0,00000
2017-09-04 10:00:00,+000031,+000028,+16.6,00.0,000,+024.8,030,694,+031.9,015,12.5,0,00000
2017-09-04 11:00:00,+000021,+000025,+16.6,00.0,000,+027.7,024,694,+035.9,012,12.5,0,00000
2017-09-04 12:00:00,+000026,+000029,+16.6,00.0,000,+030.0,020,694,+038.6,010,12.5,0,00000
2017-09-04 13:00:00,+000029,+000035,+16.6,00.0,000,+031.9,017,694,+041.1,008,12.5,0,00000
2017-09-04 14:00:00,+000029,+000029,+16.6,00.0,000,+033.9,015,694,+043.3,007,12.5,0,00000
2017-09-04 15:00:00,+000034,+000034,+16.6,00.0,000,+034.3,015,693,+045.0,006,12.5,0,00000
2017-09-04 16:00:00,+000032,+000039,+16.6,00.0,000,+034.6,014,693,+044.9,006,12.5,0,00000
2017-09-04 17:00:00,+000037,+000047,+16.6,00.0,000,+034.8,014,693,+045.1,006,12.5,0,00000
2017-09-04 18:00:00,+000051,+000052,+16.7,00.0,000,+033.0,016,692,+043.4,006,12.5,0,00000
2017-09-04 19:00:00,+000068,+000120,+16.6,00.0,000,+030.3,020,692,+040.1,008,12.5,0,00000
2017-09-04 20:00:00,+000133,+000140,+16.6,00.0,000,+026.9,024,693,+036.8,010,12.5,0,00000
2017-09-04 21:00:00,+000118,+000127,+16.6,00.0,000,+024.7,028,693,+034.1,012,12.5,0,00000
2017-09-04 22:00:00,+000127,+000148,+16.6,00.0,000,+023.2,031,693,+032.0,013,12.5,0,00000
2017-09-04 23:00:00,+000162,+000205,+16.6,00.0,000,+023.1,031,693,+031.1,014,12.5,0,00000
2017-09-05 00:00:00,+000219,+000260,+16.6,00.0,000,+022.5,032,693,+030.4,014,12.5,0,00000
2017-09-05 01:00:00,+000249,+000275,+16.6,00.0,000,+022.3,032,693,+029.9,014,12.5,0,00000
2017-09-05 02:00:00,+000271,+000303,+16.6,00.0,000,+021.3,033,693,+029.4,014,12.5,0,00000
2017-09-05 03:00:00,+000283,+000294,+16.6,00.0,000,+020.8,034,693,+028.6,015,12.5,0,00000
2017-09-05 04:00:00,+000265,+000277,+16.6,00.0,000,+020.2,035,693,+028.1,015,12.5,0,00000
2017-09-05 05:00:00,+000252,+000267,+16.6,00.0,000,+019.7,036,693,+027.6,016,12.5,0,00000
2017-09-05 06:00:00,+000245,+000250,+16.6,00.0,000,+020.0,035,693,+027.6,016,12.5,0,00000
2017-09-05 07:00:00,+000227,+000231,+16.6,00.0,000,+019.7,036,693,+027.4,016,12.5,0,00000
2017-09-05 08:00:00,+000202,+000209,+16.6,00.0,000,+019.9,036,693,+027.5,017,12.5,0,00000
2017-09-05 09:00:00,+000188,+000191,+16.6,00.0,000,+020.5,035,693,+028.0,017,12.5,0,00000
2017-09-05 10:00:00,+000164,+000157,+16.6,00.0,000,+021.7,033,693,+029.0,016,12.5,0,00000
2017-09-05 11:00:00,+000138,+000139,+16.6,00.0,000,+022.9,030,693,+030.3,015,12.5,0,00000
2017-09-05 12:00:00,+000134,+000158,+16.6,00.0,000,+024.1,028,693,+031.4,014,12.5,0,00000
2017-09-05 13:00:00,+000163,+000189,+16.6,00.0,000,+025.2,027,693,+032.7,013,12.5,0,00000
2017-09-05 14:00:00,+000181,+000194,+16.6,00.0,000,+026.3,025,693,+034.3,012,12.5,0,00000
2017-09-05 15:00:00,+000184,+000208,+16.6,00.0,000,+027.0,024,693,+035.4,011,12.5,0,00000
2017-09-05 16:00:00,+000202,+000223,+16.6,00.0,000,+027.4,023,692,+035.7,010,12.5,0,00000
2017-09-05 17:00:00,+000203,+000212,+16.6,00.0,000,+027.5,024,692,+036.0,011,12.5,0,00000
2017-09-05 18:00:00,+000200,+000213,+16.6,00.0,000,+026.9,025,692,+035.7,011,12.5,0,00000
2017-09-05 19:00:00,+000199,+000207,+16.6,00.0,000,+025.5,028,692,+034.8,012,12.5,0,00000
2017-09-05 20:00:00,+000186,+000192,+16.6,00.0,000,+023.5,032,692,+033.0,013,12.5,0,00000
2017-09-05 21:00:00,+000172,+000175,+16.6,00.0,000,+022.5,034,692,+031.1,015,12.5,0,00000
2017-09-05 22:00:00,+000153,+000156,+16.6,00.0,000,+021.3,039,692,+029.8,017,12.5,0,00000
2017-09-05 23:00:00,+000133,+000137,+16.6,00.0,000,+020.9,041,692,+029.1,018,12.5,0,00000
2017-09-06 00:00:00,+000129,+000133,+16.6,00.0,000,+020.6,043,692,+028.5,020,12.5,0,00000
2017-09-06 01:00:00,+000126,+000135,+16.6,00.0,000,+021.1,043,691,+028.7,020,12.5,0,00000
2017-09-06 02:00:00,+000125,+000134,+16.6,00.0,000,+020.4,045,691,+028.5,020,12.5,0,00000
2017-09-06 03:00:00,+000120,+000126,+16.6,00.0,000,+019.5,047,692,+027.9,021,12.5,0,00000
2017-09-06 04:00:00,+000117,+000122,+16.6,00.0,000,+018.7,050,692,+027.4,021,12.5,0,00000
2017-09-06 05:00:00,+000113,+000124,+16.6,00.0,000,+017.8,054,692,+026.5,023,12.5,0,00000
2017-09-06 06:00:00,+000118,+000128,+16.6,00.0,000,+016.9,057,692,+026.0,024,12.5,0,00000
2017-09-06 07:00:00,+000146,+000205,+16.6,00.0,000,+016.3,059,692,+025.1,025,12.5,0,00000
2017-09-06 08:00:00,+000190,+000172,+16.6,00.0,000,+016.7,056,692,+024.9,024,12.5,0,00000
2017-09-06 09:00:00,+000157,+000185,+16.6,00.0,000,+019.4,048,692,+026.6,023,12.5,0,00000
2017-09-06 10:00:00,+000192,+000212,+16.6,00.0,000,+023.2,037,692,+030.1,019,12.5,0,00000
2017-09-06 11:00:00,+000188,+000198,+16.6,00.0,000,+026.4,028,692,+034.3,014,12.5,0,00000
2017-09-06 12:00:00,+000202,+000227,+16.6,00.0,000,+028.2,023,691,+037.1,010,12.5,0,00000
2017-09-06 13:00:00,+000205,+000219,+16.6,00.0,000,+030.9,019,691,+039.9,009,12.5,0,00000
2017-09-06 14:00:00,+000203,+000210,+16.6,00.0,000,+032.9,016,691,+043.1,007,12.5,0,00000
2017-09-06 15:00:00,+000187,+000191,+16.6,00.0,000,+033.6,015,690,+044.9,006,12.5,0,00000
2017-09-06 16:00:00,+000176,+000179,+16.6,00.0,000,+034.1,015,690,+045.1,006,12.5,0,00000
2017-09-06 17:00:00,+000164,+000182,+16.6,00.0,000,+033.5,017,689,+044.3,007,12.5,0,00000
2017-09-06 18:00:00,+000166,+000168,+16.6,00.0,000,+032.1,019,689,+042.7,008,12.5,0,00000
2017-09-06 19:00:00,+000154,+000181,+16.6,00.0,000,+029.3,024,689,+039.6,009,12.5,0,00000
2017-09-06 20:00:00,+000186,+000203,+16.6,00.0,000,+026.6,028,689,+036.1,012,12.5,0,00000
2017-09-06 21:00:00,+000184,+000190,+16.6,00.0,000,+024.9,031,689,+034.0,013,12.5,0,00000
2017-09-06 22:00:00,+000171,+000179,+16.6,00.0,000,+023.5,034,689,+032.3,015,12.5,0,00000
2017-09-06 23:00:00,+000167,+000185,+16.6,00.0,000,+022.2,037,689,+030.9,016,12.5,0,00000
2017-09-07 00:00:00,+000175,+000185,+16.6,00.0,000,+020.1,043,689,+029.5,017,12.5,0,00000
2017-09-07 01:00:00,+000172,+000184,+16.6,00.0,000,+018.5,045,689,+027.7,018,12.5,0,00000
2017-09-07 02:00:00,+000171,+000178,+16.6,00.0,000,+017.4,048,689,+026.5,020,12.5,0,00000
2017-09-07 03:00:00,+000167,+000177,+16.6,00.0,000,+016.3,051,689,+025.4,021,12.5,0,00000
2017-09-07 04:00:00,+000161,+000171,+16.6,00.0,000,+015.6,053,689,+024.6,022,12.5,0,00000
2017-09-07 05:00:00,+000158,+000168,+16.6,00.0,000,+015.5,054,689,+024.3,023,12.5,0,00000
2017-09-07 06:00:00,+000157,+000162,+16.6,00.0,000,+014.3,057,689,+023.6,023,12.5,0,00000
2017-09-07 07:00:00,+000150,+000165,+16.6,00.0,000,+014.7,057,690,+023.2,024,12.5,0,00000
2017-09-07 08:00:00,+000156,+000170,+16.6,00.0,000,+015.9,054,690,+024.2,024,12.5,0,00000
2017-09-07 09:00:00,+000164,+000190,+16.6,00.0,000,+018.4,050,689,+026.2,022,12.5,0,00000
2017-09-07 10:00:00,+000189,+000212,+16.6,00.0,000,+021.9,042,689,+029.9,019,12.5,0,00000
2017-09-07 11:00:00,+000207,+000224,+16.6,00.0,000,+024.1,037,689,+033.6,016,12.5,0,00000
2017-09-07 12:00:00,+000208,+000216,+16.6,00.0,000,+025.6,033,689,+035.9,014,12.5,0,00000
2017-09-07 13:00:00,+000192,+000200,+16.6,00.0,000,+027.2,030,689,+037.9,012,12.5,0,00000
2017-09-07 14:00:00,+000185,+000197,+16.6,00.0,000,+028.4,027,688,+039.6,011,12.5,0,00000
